,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
293,29.3,15500000,4,91.0,1,есть,монолит,открытая,60.0,8.0,Евро,совмещённый,2,2.85
294,16.6,26000000,2,48.8,13,есть,монолит,подземная,,,Чистовая отделка,раздельный,1,3.1
295,4.0,28000000,1,44.7,18,есть,монолит,подземная,11.4,23.5,Дизайнерский,совмещённый,1,3.0
296,16.5,29950000,2,65.0,2,,монолит,,20.0,25.0,Евро,совмещённый,1,
297,7.8,26000000,3,56.0,26,,,,30.0,10.0,Дизайнерский,,,3.1
298,17.9,39285380,2,83.3,1,,,,27.2,27.5,,совмещённый,2,
299,5.2,29502160,2,61.7,10,есть,кирпич-монолит,закрытая,,,,,,
300,7.1,23970000,2,42.2,7,есть,монолит,подземная,16.0,16.0,Дизайнерский,совмещённый,1,3.0
301,5.2,20660460,1,47.2,7,есть,кирпич-монолит,закрытая,,,,,,
302,7.9,32993845,2,80.2,7,,,,29.5,,,,2,3.15
303,3.9,41500000,2,67.8,8,есть,монолит,подземная,45.4,4.6,Чистовая отделка,совмещённый,2,3.3
304,5.2,22758480,1,52.0,8,есть,кирпич-монолит,закрытая,,,,,,
305,12.6,20000000,2,45.8,21,есть,монолит,подземная,28.8,5.3,Евро,совмещённый,1,3.0
306,,69407942,3,91.2,21,есть,монолит,закрытая,,,,,,3.1
307,5.2,23645440,1,52.8,8,есть,кирпич-монолит,закрытая,,,,,,
308,5.2,15356700,,33.9,9,есть,кирпич-монолит,закрытая,,,,,,
309,16.4,15400611,1,40.5,12,,монолит,,14.6,19.7,,,,
310,7.0,32000000,2,65.0,4,есть,монолит,подземная,35.0,15.0,Дизайнерский,совмещённый,1,3.0
311,8.1,39500000,3,84.0,15,,,,60.0,10.0,Дизайнерский,,,2.9
312,4.3,54000000,2,54.0,4,есть,монолит,подземная,,21.3,Чистовая отделка,совмещённый,1,
313,12.3,17099731,1,35.1,9,,монолит,,25.2,3.8,,,,
314,7.9,37640390,3,83.6,8,,,,42.0,,,,2,3.15
315,23.8,19241219,3,86.7,15,есть,монолит,закрытая,40.2,,,,,
316,7.8,23500000,1,36.0,27,есть,монолит,подземная,18.0,10.0,Дизайнерский,совмещённый,1,3.1
317,16.5,21500000,1,45.2,4,есть,,подземная,35.0,4.0,Евро,совмещённый,1,3.0
318,12.9,25628400,3,67.7,37,есть,кирпич-монолит,подземная,44.0,6.2,Евро,раздельный,2,3.0
319,16.5,23500000,3,83.4,2,есть,кирпич-монолит,подземная,46.5,12.0,Евро,раздельный,2,2.8
320,5.2,19681100,1,45.8,3,есть,кирпич-монолит,закрытая,,,,,,
321,5.2,32262000,2,67.9,15,есть,кирпич-монолит,закрытая,,,,,,
322,7.8,26900000,3,80.0,2,есть,кирпич-монолит,подземная,45.0,15.5,Дизайнерский,совмещённый,1,2.82
323,7.8,26300000,2,55.0,23,,кирпич-монолит,,36.0,11.0,Дизайнерский,совмещённый,1,
324,4.0,70084066,3,106.7,22,есть,монолит,закрытая,46.2,32.1,,,3,3.0
325,12.3,27617311,2,55.9,35,,монолит,,38.2,4.1,,,,
326,5.2,34240440,2,73.3,12,есть,кирпич-монолит,закрытая,,,,,,
327,12.7,21403581,2,64.8,5,,монолит,,32.1,7.4,,,,
328,5.2,20557400,1,47.2,6,есть,кирпич-монолит,закрытая,,,,,,
329,4.1,26500000,1,42.1,21,есть,кирпич-монолит,,10.0,23.6,Дизайнерский,совмещённый,1,
330,,20000000,3,80.0,3,,кирпич-монолит,,39.0,9.0,Евро,раздельный,1,2.7
331,16.4,15126548,1,36.9,13,,монолит,,13.0,16.6,,,,
332,16.4,25920770,2,69.5,13,,монолит,,30.9,24.8,,,,
333,21.3,28900000,5,125.5,5,есть,панель,открытая,78.6,11.7,Хороший,,2,2.7
334,5.2,16871140,1,38.2,4,есть,кирпич-монолит,закрытая,,,,,,
335,18.0,18490000,3,63.4,17,есть,монолит,открытая,36.9,11.5,Евро,,2,2.7
336,,210000000,6,300.0,4,есть,кирпич,закрытая,,20.0,Дизайнерский,совмещённый,3,
337,7.8,22600000,1,37.0,15,,,,20.0,8.0,Дизайнерский,,,2.95
338,7.2,31500000,1,50.6,13,есть,кирпич-монолит,подземная,27.7,10.0,Дизайнерский,совмещённый,1,3.15
339,5.2,17091200,1,38.2,6,есть,кирпич-монолит,закрытая,,,,,,
340,7.9,16550131,,30.9,2,,,,13.3,,,совмещённый,1,3.15
341,16.5,20500000,3,87.0,11,есть,кирпич-монолит,подземная,45.5,14.0,Хороший,,2,2.8
342,5.2,18986400,1,44.0,2,есть,кирпич-монолит,закрытая,,,,,,
343,12.3,18532327,1,35.2,18,,монолит,,25.3,3.8,,,,
344,6.9,49900000,3,90.0,5,есть,монолит,подземная,73.0,8.0,Дизайнерский,,2,3.2
345,,205875000,3,152.5,3,,монолит,подземная,,19.0,Дизайнерский,совмещённый,3,
346,16.5,25000000,2,62.0,9,есть,,подземная,45.0,10.2,Евро,совмещённый,1,3.0
347,5.5,95000000,3,102.0,53,есть,монолит,подземная,,20.0,Дизайнерский,совмещённый,2,
348,5.2,19363000,1,45.6,6,есть,кирпич-монолит,закрытая,,,,,,
349,5.2,22928850,1,52.7,5,есть,кирпич-монолит,закрытая,,,,,,
350,,447000000,4,219.0,10,есть,монолит,подземная,,30.0,Дизайнерский,совмещённый,3,
351,5.5,52000000,2,74.0,26,есть,монолит,подземная,45.0,15.0,Дизайнерский,совмещённый,1,3.3
352,12.3,18802818,1,35.5,20,,монолит,,24.4,5.0,,,,
353,5.2,19941120,1,46.2,4,есть,кирпич-монолит,закрытая,,,,,,
354,5.5,58000000,2,61.2,24,есть,монолит,подземная,,15.0,Чистовая отделка,совмещённый,1,
355,7.9,32971349,2,58.6,20,,,,25.2,,,совмещённый,1,3.15
356,10.4,29999999,2,68.9,11,есть,монолит,подземная,42.0,13.0,Дизайнерский,совмещённый,1,2.95
357,9.2,42796442,3,104.8,22,есть,монолит,закрытая,40.2,38.9,,,3,3.0
358,,187440000,3,156.2,2,есть,кирпич-монолит,подземная,103.0,35.0,Дизайнерский,совмещённый,3,4.1
359,10.4,21500000,2,56.4,18,есть,кирпич,подземная,36.0,12.0,Дизайнерский,совмещённый,1,2.95
360,5.2,15187200,,33.9,8,есть,кирпич-монолит,закрытая,,,,,,
361,16.5,29990000,2,65.0,2,есть,,подземная,45.0,10.2,Евро,совмещённый,2,3.0
362,15.5,21590000,1,50.8,34,есть,кирпич-монолит,,12.8,,,,,3.0
363,5.2,30427960,2,61.7,13,есть,кирпич-монолит,закрытая,,,,,,
364,5.3,41500000,4,95.0,8,есть,монолит,,57.0,14.0,Дизайнерский,раздельный,1,3.0
365,7.8,18500000,1,36.0,11,,,,21.4,9.5,Дизайнерский,,,2.95
366,5.2,24564450,2,56.5,7,есть,кирпич-монолит,закрытая,,,,,,
367,12.3,16150649,1,35.0,2,,монолит,,24.3,4.7,,,,
368,15.5,21590000,1,50.8,34,есть,кирпич-монолит,подземная,12.8,,,,,3.0
369,16.5,23990000,2,62.0,8,,монолит,,20.0,18.0,Дизайнерский,совмещённый,1,3.0
370,9.2,20149787,1,46.9,11,есть,монолит,закрытая,16.6,18.3,,,2,3.0
371,5.2,45817720,3,103.7,4,есть,кирпич-монолит,закрытая,,,,,,
372,7.9,28657651,2,67.1,5,,,,31.1,,,,2,3.15
373,5.5,85000000,3,111.3,32,есть,,подземная,70.0,16.0,Дизайнерский,,,3.4
374,23.8,15562762,2,60.9,12,есть,монолит,закрытая,24.4,,,,,
375,5.4,96000000,3,148.7,4,есть,кирпич-монолит,подземная,93.0,51.4,Дизайнерский,совмещённый,2,3.0
376,5.5,65000000,2,77.4,38,есть,монолит,подземная,40.0,15.0,Дизайнерский,совмещённый,1,3.3
377,,231330000,3,140.0,3,,монолит,подземная,,26.0,Дизайнерский,совмещённый,2,
378,5.2,24487940,1,51.2,13,есть,кирпич-монолит,закрытая,,,,,,
379,,210000000,6,300.0,4,есть,кирпич,закрытая,,20.0,Дизайнерский,совмещённый,3,
380,5.5,100000000,3,93.0,24,есть,монолит,подземная,,20.0,Дизайнерский,совмещённый,2,
381,,319990000,6,300.0,6,есть,монолит,подземная,,40.0,Евро,,5,
382,5.2,23399260,1,52.8,7,есть,кирпич-монолит,закрытая,,,,,,
383,10.5,41000000,3,84.0,17,есть,кирпич-монолит,подземная,65.0,13.0,Евро,совмещённый,1,2.9
384,9.2,33098540,3,80.2,21,есть,монолит,закрытая,41.0,18.9,,,2,3.0
385,7.9,36297362,2,71.1,21,,,,26.1,,,,2,3.15
386,12.6,56000000,4,176.0,7,есть,монолит,подземная,130.0,23.0,Дизайнерский,совмещённый,1,2.7
387,12.3,16817527,1,35.1,5,,монолит,,25.2,3.8,,,,
388,6.0,46000000,3,82.3,19,есть,монолит,подземная,40.0,35.0,Дизайнерский,раздельный,2,3.0
389,5.2,39444080,3,89.2,4,есть,кирпич-монолит,закрытая,,,,,,
390,,129990000,6,240.0,4,,кирпич,закрытая,,30.0,Дизайнерский,,4,
391,5.4,40500000,2,74.0,2,есть,кирпич-монолит,подземная,,15.0,Дизайнерский,совмещённый,2,
392,6.8,74000000,6,132.0,5,есть,монолит,закрытая,,23.7,Дизайнерский,,3,2.8
393,5.2,20084520,1,46.0,5,есть,кирпич-монолит,закрытая,,,,,,
394,4.0,51652294,2,74.6,23,есть,монолит,закрытая,24.9,12.8,,,2,3.0
395,6.7,77250000,3,103.0,7,есть,монолит,подземная,45.0,40.0,Дизайнерский,совмещённый,2,3.2
396,23.8,18483631,3,86.7,4,есть,монолит,закрытая,40.2,,,,,
397,15.5,21691600,1,50.8,36,есть,кирпич-монолит,подземная,12.8,,,,,3.0
398,,56822585,2,56.7,23,есть,монолит,закрытая,,,,,,3.1
399,18.4,35102144,3,92.2,6,,,,48.4,12.6,,совмещённый,2,
400,11.3,39800000,4,87.8,7,,монолит,,55.0,21.0,Евро,совмещённый,1,
401,24.8,19974600,4,109.6,13,есть,панель,закрытая,69.9,15.5,,,,2.84
402,6.2,50000000,3,108.0,12,есть,кирпич-монолит,подземная,,24.0,Дизайнерский,совмещённый,3,
403,17.9,51067016,3,100.2,7,,,,42.7,25.4,,совмещённый,2,
404,7.1,36000000,3,64.0,4,есть,монолит,подземная,42.0,12.0,Дизайнерский,совмещённый,1,3.0
405,10.6,19990000,2,60.0,3,есть,монолит,подземная,40.0,10.0,Дизайнерский,раздельный,2,2.95
406,16.5,23990000,2,62.0,8,есть,,подземная,45.0,10.2,Евро,совмещённый,1,3.0
407,5.2,20477070,1,45.8,7,есть,кирпич-монолит,закрытая,,,,,,
408,7.9,29900000,2,56.0,7,есть,кирпич-монолит,подземная,24.0,13.0,Дизайнерский,совмещённый,2,3.1
409,5.2,15725100,1,36.6,3,есть,кирпич-монолит,закрытая,,,,,,
410,10.5,22990000,2,68.4,28,есть,монолит,подземная,37.0,15.0,Хороший,совмещённый,2,2.95
411,5.2,24514560,1,53.8,8,есть,кирпич-монолит,закрытая,,,,,,
412,16.5,31500000,2,65.0,2,,монолит,,20.0,25.0,Евро,совмещённый,1,
413,16.5,17000000,,34.5,12,есть,,подземная,20.0,,Евро,совмещённый,1,3.0
414,12.3,16988556,1,35.6,10,,монолит,,24.2,4.8,,,,
415,16.5,30500000,3,76.0,6,есть,,подземная,45.0,10.2,Евро,совмещённый,2,3.0
416,5.3,58000000,3,92.0,10,есть,монолит,подземная,50.0,11.0,Дизайнерский,раздельный,2,3.0
417,5.5,149000000,2,113.1,66,есть,монолит,подземная,,67.0,Дизайнерский,совмещённый,2,
418,,86358148,3,92.4,28,есть,монолит,закрытая,,,,,,3.1
419,15.5,16252930,,34.9,34,есть,кирпич-монолит,подземная,13.5,,,,,3.0
420,7.9,35802561,3,82.8,5,,,,41.4,,,,2,3.15
421,7.7,65000000,3,107.0,3,есть,монолит,подземная,52.0,16.0,Дизайнерский,совмещённый,2,3.0
422,10.0,59000000,4,185.0,11,есть,кирпич-монолит,,110.0,18.7,Евро,раздельный,1,
423,5.2,77286000,2,140.5,16,есть,кирпич-монолит,закрытая,,,,,,
424,5.2,25796400,2,62.2,5,есть,кирпич-монолит,закрытая,,,,,,
425,17.9,35713251,1,69.9,8,,,,15.0,23.3,,,2,
426,11.5,41500000,3,71.0,14,,монолит,подземная,60.0,5.0,Дизайнерский,совмещённый,2,3.15
427,5.2,20868760,1,44.1,12,есть,кирпич-монолит,закрытая,,,,,,
428,5.2,29031730,2,68.0,5,есть,кирпич-монолит,закрытая,,,,,,
429,5.2,16141500,1,38.3,2,есть,кирпич-монолит,закрытая,,,,,,
430,5.5,132000000,6,165.0,37,есть,монолит,подземная,,30.0,Дизайнерский,совмещённый,2,
431,12.3,17019552,1,35.3,6,,монолит,,24.4,4.9,,,,
432,16.7,30990000,3,120.0,6,есть,кирпич-монолит,подземная,80.0,16.0,Дизайнерский,,2,2.9
433,,55000000,3,76.0,2,есть,кирпич,,45.0,12.0,Хороший,раздельный,1,
434,5.2,15831300,,33.9,11,есть,кирпич-монолит,закрытая,,,,,,
435,,54000000,4,110.0,3,,кирпич,открытая,70.0,9.0,Дизайнерский,раздельный,1,3.5
436,,280500000,4,165.0,2,,монолит,подземная,,16.0,Дизайнерский,совмещённый,3,
437,4.0,71168720,3,109.9,8,есть,монолит,закрытая,36.8,36.9,,,3,3.0
438,,280500000,4,165.0,2,есть,монолит,подземная,114.1,40.0,Дизайнерский,совмещённый,3,4.1
439,6.1,70000000,4,125.0,5,есть,монолит,подземная,74.4,20.0,Дизайнерский,совмещённый,2,3.0
440,,119625000,2,82.5,2,есть,кирпич-монолит,подземная,51.4,25.0,Дизайнерский,совмещённый,3,4.1
441,9.2,21152945,1,39.9,20,есть,монолит,закрытая,14.5,16.6,,совмещённый,1,3.0
442,15.5,25919040,2,69.6,14,есть,кирпич-монолит,,35.8,,,,,3.0
443,7.9,34194731,2,69.9,14,,,,25.4,,,,2,3.15
444,4.1,42000000,3,66.0,22,есть,монолит,закрытая,43.0,10.0,Дизайнерский,,2,3.0
445,5.2,31927100,2,67.9,14,есть,кирпич-монолит,закрытая,,,,,,
446,5.2,29473240,2,60.5,16,есть,кирпич-монолит,закрытая,,,,,,
447,5.3,129000000,3,219.0,33,есть,монолит,подземная,175.0,15.0,Дизайнерский,совмещённый,2,3.3
448,5.2,18315120,1,45.6,2,есть,кирпич-монолит,закрытая,,,,,,
449,5.5,55000000,2,77.4,30,есть,монолит,подземная,,20.0,Хороший,совмещённый,2,
450,12.3,18382231,1,35.4,20,,монолит,,24.4,5.0,,,,
451,5.1,56000000,5,95.0,15,есть,монолит,подземная,45.0,10.0,Дизайнерский,раздельный,2,3.0
452,5.2,17786450,1,40.2,6,есть,кирпич-монолит,закрытая,,,,,,
453,7.1,48500000,3,97.5,6,есть,кирпич-монолит,подземная,55.5,13.9,Чистовая отделка,совмещённый,2,3.0
